30,138
1,69,9.827,61.063,2,2,44,9.827,2
2,50,9.827,56.711,0,0,42,9.827,0
3,68,9.827,61.068,2,2,43,9.827,2
4,70,9.827,59.628,3,1,138,36.913,3
5,58,9.827,61.484,2,2,43,9.827,2
6,69,9.827,62.942,0,0,44,9.827,0
7,67,9.827,59.904,1,1,43,9.827,1
8,58,9.827,57.133,1,1,42,9.827,1
9,127,9.827,61.534,3,3,138,36.913,0
10,55,9.827,57.766,0,0,42,9.827,0
11,138,26.992,63.340,0,0,138,64.000,1
12,94,9.827,59.744,0,3,44,9.827,3
13,65,9.827,60.119,1,1,42,9.827,1
14,78,9.827,61.846,3,3,138,36.913,3
15,59,9.827,60.674,2,2,43,9.827,2
16,57,9.827,59.182,3,3,42,9.827,3
17,69,9.827,63.744,0,0,44,9.827,0
18,70,9.827,62.258,0,3,44,9.827,3
19,57,9.827,58.936,1,1,42,9.827,1
20,60,9.827,60.713,2,2,42,9.827,2
21,64,9.827,60.847,0,0,44,9.827,0
22,55,9.827,57.935,3,3,42,9.827,3
23,57,9.827,59.151,2,2,42,9.827,2
24,73,9.827,62.768,2,1,44,9.827,1
25,138,11.921,62.677,0,0,138,36.913,0
26,63,9.827,63.225,0,0,44,9.827,0
27,90,36.850,59.634,1,1,138,36.913,2
28,56,9.827,58.423,3,3,42,9.827,3
29,87,9.827,63.264,3,3,44,9.827,1
30,79,9.827,62.012,1,1,45,9.827,1
31,61,9.827,58.555,2,2,42,9.827,2
32,70,9.827,61.498,0,0,138,36.913,0
33,57,9.827,59.715,0,0,42,9.827,0
34,56,9.827,59.209,1,1,42,9.827,1
35,61,9.827,62.510,0,0,43,9.827,0
36,112,9.827,61.553,3,3,138,36.913,0
37,77,9.827,58.655,2,2,138,36.913,2
38,89,36.748,60.013,0,3,138,36.913,0
39,90,36.000,61.417,3,1,138,36.913,3
40,136,9.827,60.535,0,0,138,36.913,0
41,70,9.846,60.905,3,3,44,9.827,3
42,61,9.827,61.648,0,0,43,9.827,0
43,52,9.827,57.948,2,2,42,9.827,2
44,58,9.827,57.720,1,1,42,9.827,1
45,124,9.827,62.670,3,1,138,36.913,3
46,79,9.827,62.673,2,2,138,36.913,2
47,70,9.827,60.651,1,1,43,9.827,1
48,91,9.827,62.606,2,2,138,36.913,0
49,53,9.827,58.829,0,0,42,9.827,0
50,65,9.827,60.207,3,3,43,9.827,3
51,110,9.827,59.266,3,3,138,36.913,0
52,63,9.827,60.096,2,2,43,9.827,2
53,74,9.827,62.247,1,1,43,9.827,1
54,51,9.827,57.051,0,0,42,9.827,0
55,50,9.827,57.390,1,1,42,9.827,1
56,88,9.827,60.495,2,2,138,36.913,2
57,60,9.827,61.310,3,3,43,9.827,3
58,138,9.827,60.537,3,3,138,36.913,3
59,69,9.827,62.285,3,3,43,9.827,3
60,69,9.827,60.628,3,3,44,9.827,3
61,67,9.827,62.921,0,0,138,36.913,0
62,59,9.827,57.326,1,1,42,9.827,1
63,58,9.827,59.567,2,2,42,9.827,2
64,72,9.827,62.174,2,2,45,9.827,1
65,57,9.827,60.146,3,3,42,9.827,3
66,91,36.650,63.283,0,0,138,36.913,0
67,90,64.000,62.454,1,1,138,36.913,3
68,53,9.827,57.036,2,2,42,9.827,2
69,100,9.827,62.901,3,3,138,36.913,3
70,79,36.894,62.244,0,2,138,36.913,0
71,66,9.827,61.086,1,1,43,9.827,1
72,55,9.827,59.094,3,3,42,9.827,3
73,79,36.913,63.562,0,2,138,36.913,0
74,54,9.827,58.544,1,1,42,9.827,1
75,91,36.870,63.198,3,0,138,36.913,3
76,68,9.827,59.974,3,3,138,36.913,3
77,63,9.827,60.310,2,2,43,9.827,2
78,55,9.827,60.689,2,2,42,9.827,2
79,75,9.827,62.017,2,2,138,36.913,2
80,54,9.827,59.492,3,3,42,9.827,3
81,59,9.827,58.765,0,0,42,9.827,0
82,51,9.827,55.831,1,1,42,9.827,1
83,76,9.827,61.542,1,1,45,9.827,1
84,63,9.827,62.768,2,2,43,9.827,2
85,67,9.827,61.669,0,0,44,9.827,0
86,90,36.913,62.741,3,1,138,36.913,3
87,54,9.827,60.327,3,3,42,9.827,3
88,69,9.827,62.517,1,1,43,9.827,1
89,54,9.827,58.365,0,0,42,9.827,0
90,61,9.827,60.932,3,3,43,9.827,3
91,138,15.736,61.308,3,3,138,36.913,3
92,69,9.827,58.676,3,3,44,9.827,3
93,55,9.827,59.785,1,1,42,9.827,1
94,56,9.827,58.430,3,3,42,9.827,3
95,61,9.827,59.276,0,0,43,9.827,0
96,70,9.827,62.151,3,3,44,9.827,3
97,102,36.744,59.675,3,3,138,36.913,3
98,59,9.827,56.575,0,0,43,9.827,0
99,67,9.827,62.859,3,3,43,9.827,3
100,60,9.827,62.076,1,1,43,9.827,1
101,79,9.827,61.809,2,1,46,9.827,1
102,92,9.827,61.362,3,3,44,9.827,3
103,138,9.827,61.088,1,1,44,9.827,1
104,92,9.827,60.382,0,0,138,36.913,0
105,53,9.827,59.126,3,3,42,9.827,3
106,50,9.827,58.835,0,0,42,9.827,0
107,60,9.827,59.905,1,1,43,9.827,1
108,58,9.827,60.014,3,3,42,9.827,3
109,55,9.827,58.005,1,1,42,9.827,1
110,51,9.827,58.520,3,3,42,9.827,3
111,67,9.827,60.860,2,2,43,9.827,2
112,62,9.827,60.232,1,1,42,9.827,1
113,101,36.866,60.042,3,3,138,36.913,3
114,51,9.827,56.998,1,1,42,9.827,1
115,52,9.827,58.685,3,3,42,9.827,3
116,68,9.827,62.374,1,1,43,9.827,1
117,68,9.827,61.558,0,0,44,9.827,0
118,56,9.827,58.363,3,3,42,9.827,3
119,56,9.827,62.425,0,0,42,9.827,0
120,53,9.827,59.858,3,3,42,9.827,3
121,54,9.827,59.981,3,3,42,9.827,3
122,60,9.827,60.275,0,0,43,9.827,0
123,63,9.827,60.161,2,2,43,9.827,2
124,62,9.827,60.525,0,0,43,9.827,0
125,58,9.827,61.562,2,2,43,9.827,2
126,56,9.827,56.196,2,2,42,9.827,2
127,64,9.827,60.644,2,2,43,9.827,2
128,59,9.827,61.179,1,1,43,9.827,1
129,58,9.827,59.244,3,3,42,9.827,3
130,79,36.913,62.082,0,3,138,36.913,0
131,138,9.827,59.773,1,1,138,36.913,2
132,138,20.783,63.350,0,0,138,36.913,0
133,101,9.827,61.881,1,1,44,9.827,1
134,49,9.827,57.223,2,2,42,9.827,2
135,53,9.827,58.863,3,3,42,9.827,3
136,77,36.913,61.737,2,1,138,36.913,2
137,87,36.913,61.856,0,2,138,36.913,0
138,51,9.827,58.535,2,2,42,9.827,2
139,134,9.827,61.650,0,0,138,36.913,0
140,81,9.827,59.493,2,2,138,36.913,2
141,70,9.827,60.992,3,3,45,9.827,3
142,60,9.827,57.757,0,0,43,9.827,0
143,59,9.827,61.691,0,0,43,9.827,0
144,93,9.827,60.635,2,2,138,36.913,2
145,60,9.827,60.257,0,0,43,9.827,0
146,127,9.827,61.477,1,1,138,36.913,3
147,53,9.827,54.495,2,2,42,9.827,2
148,49,9.827,56.921,1,1,42,9.827,1
149,59,9.827,61.765,1,1,43,9.827,1
150,54,9.827,58.277,0,0,42,9.827,0
151,70,9.827,60.812,2,2,138,36.913,2
152,58,9.827,60.021,0,0,42,9.827,0
153,65,9.827,59.101,2,2,44,9.827,2
154,71,9.827,61.009,3,1,138,36.913,3
155,102,9.827,59.109,0,0,138,36.913,0
156,119,9.827,62.798,0,3,138,64.000,1
157,64,9.827,61.417,0,0,43,9.827,0
158,91,9.827,62.143,2,1,138,36.913,2
159,63,9.827,60.838,0,0,43,9.827,0
160,57,9.827,60.138,3,3,43,9.827,3
161,62,9.827,62.500,0,3,44,9.827,0
162,58,9.827,61.275,0,0,43,9.827,0
163,52,9.827,59.890,0,0,42,9.827,0
164,61,9.827,58.982,2,2,43,9.827,2
165,67,9.827,59.901,3,3,43,9.827,3
166,59,9.827,61.657,0,0,43,9.827,0
167,68,9.827,61.609,0,0,45,9.827,0
168,70,9.827,62.846,0,0,138,36.913,0
169,81,9.827,63.062,2,2,45,9.827,2
170,60,9.827,61.202,3,3,43,9.827,3
171,59,9.827,61.033,0,0,43,9.827,0
172,57,9.827,60.260,1,1,42,9.827,1
173,58,9.827,56.223,3,3,42,9.827,3
174,78,36.913,62.824,3,1,138,36.913,3
175,78,36.913,61.632,2,1,138,36.913,2
176,67,9.827,62.116,1,1,43,9.827,1
177,50,9.827,58.885,3,3,42,9.827,3
178,60,9.827,60.612,3,3,42,9.827,3
179,70,9.827,62.316,3,3,44,9.827,3
180,54,9.827,58.441,0,0,42,9.827,0
181,56,9.827,60.411,0,0,42,9.827,0
182,68,36.913,61.605,0,2,138,36.913,0
183,62,9.827,60.176,0,0,43,9.827,0
184,53,9.827,58.693,1,1,42,9.827,1
185,54,9.827,58.731,2,2,42,9.827,2
186,135,36.764,62.009,0,3,43,9.827,3
187,50,9.827,56.671,1,1,42,9.827,1
188,49,9.827,54.831,3,3,41,9.827,3
189,54,9.827,57.615,3,3,42,9.827,3
190,76,9.827,61.954,0,2,138,36.913,0
191,80,9.827,60.773,0,0,138,36.913,0
192,50,9.827,57.091,2,2,42,9.827,2
193,56,9.827,59.935,2,2,42,9.827,2
194,81,9.827,61.359,1,1,44,9.827,1
195,53,9.827,59.300,3,3,42,9.827,3
196,70,9.827,61.938,2,2,138,36.913,2
197,56,9.827,58.814,1,1,42,9.827,1
198,138,10.343,61.571,3,3,138,36.913,3
199,77,36.913,61.278,3,1,138,36.913,3
200,81,9.827,59.412,2,2,138,36.913,2
%%
1854
3527
11747
10691
34562
24074
64857
57184
47486
79544
76592
60070
46109
24012
19852
17406
4800
0
0
