2,60,0.500000
1,22,9.827,61.063,2,2,16,9.827,2
2,19,9.827,56.711,0,0,14,9.827,0
3,21,9.827,61.068,2,2,15,9.827,2
4,20,9.827,59.628,1,1,60,36.913,3
5,19,9.827,61.484,2,2,15,9.827,2
6,22,9.827,62.942,0,0,16,9.827,0
7,22,9.827,59.904,1,1,15,9.827,1
8,20,9.827,57.133,1,1,14,9.827,1
9,22,9.827,61.534,3,3,60,36.913,0
10,20,9.827,57.766,0,0,14,9.827,0
11,24,9.827,63.340,2,0,60,64.000,1
12,19,9.827,59.744,3,3,16,9.827,3
13,22,9.827,60.119,1,1,14,9.827,1
14,22,9.827,61.846,3,3,60,36.913,3
15,20,9.827,60.674,2,2,15,9.827,2
16,20,9.827,59.182,3,3,14,9.827,3
17,22,9.827,63.744,0,0,16,9.827,0
18,22,9.827,62.258,3,3,16,9.827,3
19,21,9.827,58.936,1,1,14,9.827,1
20,19,9.827,60.713,2,2,14,9.827,2
21,21,9.827,60.847,0,0,16,9.827,0
22,20,9.827,57.935,3,3,14,9.827,3
23,20,9.827,59.151,2,2,14,9.827,2
24,21,9.827,62.768,1,1,16,9.827,1
25,20,9.827,62.677,3,0,60,36.913,0
26,21,9.827,63.225,0,0,16,9.827,0
27,21,9.827,59.634,1,1,60,36.913,2
28,19,9.827,58.423,3,3,14,9.827,3
29,23,9.827,63.264,1,3,16,9.827,1
30,22,9.827,62.012,1,1,17,9.827,1
31,18,9.827,58.555,2,2,14,9.827,2
32,21,9.827,61.498,0,0,60,36.913,0
33,21,9.827,59.715,0,0,14,9.827,0
34,21,9.827,59.209,1,1,14,9.827,1
35,27,9.827,62.510,0,0,15,9.827,0
36,21,9.827,61.553,3,3,60,36.913,0
37,21,9.827,58.655,2,2,60,36.913,2
38,24,9.827,60.013,3,3,60,36.913,0
39,22,9.827,61.417,1,1,60,36.913,3
40,21,9.827,60.535,2,0,60,36.913,0
41,21,9.827,60.905,3,3,16,9.827,3
42,22,9.827,61.648,0,0,15,9.827,0
43,19,9.827,57.948,2,2,14,9.827,2
44,19,9.827,57.720,1,1,14,9.827,1
45,25,9.827,62.670,3,1,60,36.913,3
46,23,9.827,62.673,2,2,60,36.913,2
47,20,9.827,60.651,1,1,15,9.827,1
48,20,9.827,62.606,2,2,60,36.913,0
49,20,9.827,58.829,0,0,14,9.827,0
50,22,9.827,60.207,3,3,15,9.827,3
51,22,9.827,59.266,3,3,60,36.913,0
52,20,9.827,60.096,2,2,15,9.827,2
53,21,9.827,62.247,1,1,15,9.827,1
54,19,9.827,57.051,0,0,14,9.827,0
55,19,9.827,57.390,1,1,14,9.827,1
56,20,9.827,60.495,2,2,60,36.913,2
57,20,9.827,61.310,3,3,15,9.827,3
58,20,9.827,60.537,3,3,60,36.913,3
59,22,9.827,62.285,3,3,15,9.827,3
60,20,9.827,60.628,3,3,16,9.827,3
61,21,9.827,62.921,0,0,60,36.913,0
62,19,9.827,57.326,1,1,14,9.827,1
63,21,9.827,59.567,2,2,14,9.827,2
64,22,9.827,62.174,1,2,17,9.827,1
65,20,9.827,60.146,3,3,14,9.827,3
66,21,9.827,63.283,3,0,60,36.913,0
67,20,9.827,62.454,1,1,60,36.913,3
68,17,9.827,57.036,2,2,14,9.827,2
69,26,9.827,62.901,1,3,60,36.913,3
70,23,9.827,62.244,0,2,60,36.913,0
71,19,9.827,61.086,1,1,15,9.827,1
72,19,9.827,59.094,3,3,14,9.827,3
73,21,9.827,63.562,2,2,60,36.913,0
74,19,9.827,58.544,1,1,14,9.827,1
75,22,9.827,63.198,3,0,60,36.913,3
76,23,9.827,59.973,1,3,60,36.913,3
77,20,9.827,60.310,2,2,15,9.827,2
78,20,9.827,60.689,2,2,14,9.827,2
79,22,9.827,62.017,2,2,60,36.913,2
80,20,9.827,59.492,3,3,14,9.827,3
81,20,9.827,58.765,0,0,14,9.827,0
82,18,9.827,55.831,1,1,14,9.827,1
83,22,9.827,61.542,1,1,17,9.827,1
84,20,9.827,62.768,2,2,15,9.827,2
85,20,9.827,61.669,0,0,16,9.827,0
86,22,9.827,62.741,1,1,60,36.913,3
87,23,9.827,60.327,3,3,14,9.827,3
88,23,9.827,62.517,1,1,15,9.827,1
89,19,9.827,58.365,0,0,14,9.827,0
90,23,9.827,60.932,3,3,15,9.827,3
91,21,9.827,61.308,3,3,60,36.913,3
92,22,9.827,58.676,3,3,16,9.827,3
93,21,9.827,59.785,1,1,14,9.827,1
94,20,9.827,58.430,3,3,14,9.827,3
95,21,9.827,59.276,0,0,15,9.827,0
96,20,9.827,62.151,3,3,16,9.827,3
97,21,9.827,59.675,3,3,60,36.913,3
98,21,9.827,56.575,0,0,15,9.827,0
99,21,9.827,62.859,3,3,15,9.827,3
100,21,9.827,62.076,1,1,15,9.827,1
101,20,9.827,61.809,1,1,18,9.827,1
102,21,9.827,61.362,3,3,16,9.827,3
103,22,9.827,61.088,1,1,16,9.827,1
104,21,9.827,60.382,0,0,60,36.913,0
105,20,9.827,59.126,3,3,14,9.827,3
106,20,9.827,58.835,0,0,14,9.827,0
107,22,9.827,59.905,1,1,15,9.827,1
108,19,9.827,60.014,3,3,14,9.827,3
109,20,9.827,58.005,1,1,14,9.827,1
110,20,9.827,58.520,3,3,14,9.827,3
111,20,9.827,60.860,2,2,15,9.827,2
112,20,9.827,60.232,1,1,14,9.827,1
113,21,9.827,60.042,3,3,60,36.913,3
114,20,9.827,56.998,1,1,14,9.827,1
115,19,9.827,58.685,3,3,14,9.827,3
116,21,9.827,62.374,1,1,15,9.827,1
117,21,9.827,61.558,0,0,16,9.827,0
118,20,9.827,58.363,3,3,14,9.827,3
